X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,date
matchuplink,701702,1:00p,San AntonioBostonOptions,630CSN-NE,-3 -110203 -110,56.5%43.5%,-3½ -104201½ -107,-4 -102200 -105,-3½ -110201½ -110,-4 -111201 -115,-4 -105201 -105,-3½ -110201½ -110,-4 -105201 -110,-3½ -110201½ -110,-3½ -110201 -110,-4 -111201 -115,2016-11-25
matchuplink,703704,7:00p,WashingtonOrlandoOptions,654FS-FL,PK -110203 -110,56.3%43.7%,-2 -110197½ -107,-2 -110198½ -110,-2 -110198½ -110,-2 -115198½ -115,-2 -105198 -105,-2 -110198½ -110,-2½ -105199 -110,-2 -110198½ -110,-2½ -110198½ -110,-2 -115198½ -115,2016-11-25
matchuplink,705706,7:30p,CharlotteNew YorkOptions,NBA TV216,206½ -110-1½ -110,49.7%50.3%,-2 -100210½ -108,-2 -110210½ -110,-1½ -115210½ -110,-2 -110210½ -110,-2 -105210 -105,-1½ -110210½ -110,-1½ -105211 -110,-1½ -115210½ -110,-2 -110210½ -110,-2 -110210½ -110,2016-11-25
matchuplink,707708,7:30p,DallasClevelandOptions,660FS-OH,202½ -110-14½ -110,40.6%59.4%,201 -110-13 -105,201½ -110-13 -110,201½ -110-13 -110,201 -110-13 -110,201½ -105-13 -105,201½ -110-13 -110,202 -115-13½ -110,201½ -110-13 -110,201 -110-13 -110,201 -110-13 -110,2016-11-25
matchuplink,709710,7:30p,L.A. ClippersDetroitOptions,663FS-DET,-7 -110198½ -110,57.2%42.8%,-6½ -104200½ -112,-6½ -110200½ -110,-6 -115200 -110,-6½ +100200½ -110,-6½ -105200½ -105,-6½ -110200½ -110,-7 -110201 -115,-6 -115200 -110,-6½ -110200½ -110,-6½ +100200½ -110,2016-11-25
matchuplink,711712,7:30p,ChicagoPhiladelphiaOptions,WGNCSN-PH,-7 -110205 -110,48.2%51.8%,-9½ +102205 -106,-9½ -110205 -110,-9½ -115205½ -110,-9½ -110205½ -110,-9½ -105205½ -105,-9½ -115205½ -110,-9½ -110206 -115,-9½ -115205½ -110,-9 -110205 -110,-9½ -110205½ -110,2016-11-25
matchuplink,713714,8:00p,AtlantaUtahOptions,ROOT SPORTS687,195 -110-3 -110,49.5%50.5%,196½ -109-3½ -102,196 -110-3½ -110,196 -110-3½ -110,196 -115-3½ -110,196 -105-3½ -105,196 -110-3½ -110,196 -115-3½ -110,196 -110-3½ -110,196½ -110-3½ -110,196 -115-3½ -110,2016-11-25
matchuplink,715716,8:00p,TorontoMilwaukeeOptions,FS-WI668-1,-3½ -110212 -110,58.8%41.2%,-3½ -108207½ -105,-3½ -105207½ -108,-3½ -110207 -110,-3½ -105207½ -115,-3½ -105207½ -105,-3½ -110207 -110,-3½ -115208 -110,-3½ -110207 -110,-3½ -110207½ -110,-3½ -105207½ -115,2016-11-25
matchuplink,717718,8:00p,MiamiMemphisOptions,649-2FS-SE,189½ -110-6 -110,46.1%53.9%,185 -108-4½ -105,185 -105-5 -105,185 -110-5 -105,185 -110-5 -110,185 -105-5 -105,185 -110-5 -105,185 -115-5 -110,185 -110-5 -105,186 -110-5 -110,185 -110-5 -110,2016-11-25
matchuplink,719720,8:00p,BrooklynIndianaOptions,YES631,215 -110-8½ -110,47.4%52.6%,213 -105-6 -100,213½ -107-5½ -107,214 -110-5 -115,213½ -110-6 -105,213½ -105-5½ -105,213½ -110-5 -115,213 -115-5½ -110,214 -110-5 -115,214 -110-5½ -110,213½ -110-6 -105,2016-11-25
matchuplink,721722,9:00p,MinnesotaPhoenixOptions,FS-N668,PK -110213½ -110,55.3%44.7%,-2½ -110214 -113,-2½ -105214 -108,-2 -115214½ -111,-2 -115214 -110,-2½ -105214½ -105,-2 -115214½ -111,-2½ -110214 -110,-2 -115214½ -111,-2½ -110214½ -110,-2 -115214 -110,2016-11-25
matchuplink,723724,9:00p,Oklahoma CityDenverOptions,ALT681,-2 -110213½ -110,58.0%42.0%,-2½ +102215 -110,-2½ -107215 -105,-2½ -110214½ -110,-2½ -113215 -110,-2½ -105215 -105,-2½ -110214½ -110,-3 -105215 -110,-2½ -110214½ -110,-2½ -115214½ -110,-2½ -113215 -110,2016-11-25
matchuplink,725726,10:00p,New OrleansPortlandOptions,CSN-NW,219 -110-5½ -110,43.8%56.2%,217½ -110-3½ -105,217½ -105-4 -102,217½ -110-3½ -105,217½ -110-4 +100,218 -105-4 -105,217½ -110-3½ -110,217 -110-4 -110,217½ -110-3½ -105,217½ -110-4½ -110,217½ -110-4 +100,2016-11-25
matchuplink,727728,10:30p,HoustonSacramentoOptions,ROOT SPORTS698,PK -110217½ -110,58.3%41.7%,-3½ -113216 -109,-3½ -101216½ -108,-3½ -110216½ -110,-3½ -115216½ -110,-3½ -105216½ -105,-3½ -110217 -110,-3½ -115217 -110,-3½ -110216½ -110,-3½ -110216½ -110,-3½ -115216½ -110,2016-11-25
matchuplink,729730,10:30p,Golden StateL.A. LakersOptions,NBA TV216,-12½ -110234 -110,62.0%38.0%,-14 -108229½ -112,-14 -102230½ -107,-14 -105230 -110,-13½ -116230 -110,-14 -105230½ -105,-14 -105230 -110,-15 -110231 -110,-14 -105230 -110,-14 -110230½ -110,-13½ -116230 -110,2016-11-25
matchuplink,701702,7:00p,PhoenixOrlandoOptions,654FS-FL,206½ -110-4½ -110,53.3%46.7%,209½ -105-4 -113,209½ -110-4½ -110,210 -110-4 -110,209½ -110-4 -110,209½ -105-4 -105,210 -110-4 -110,210 -115-4½ -110,210 -110-4 -110,209½ -110-4 -110,209½ -110-4 -110,2016-11-23
matchuplink,703704,7:00p,PortlandClevelandOptions,660FS-OH,220½ -110-11 -110,49.4%50.6%,218½ -113-11½ -107,219 -105-11½ -103,219 -110-11½ -110,218½ -110-11½ -113,219 -105-11½ -105,219 -110-11½ -110,219 -110-11½ -110,219 -110-11½ -110,219 -110-11½ -110,218½ -110-11½ -113,2016-11-23
matchuplink,705706,7:00p,AtlantaIndianaOptions,FS-IN671-4,-2½ -110208 -110,47.8%52.2%,-1 -100204½ -108,-1 -110204½ -110,PK -110204½ -110,-1 -110204½ -115,-1 -105204 -105,PK -110204½ -110,-1½ -105205 -110,PK -110204½ -110,-1 -110204½ -110,-1 -110204½ -115,2016-11-23
matchuplink,707708,7:00p,San AntonioCharlotteOptions,ESPN206,-4½ -110196½ -110,58.3%41.7%,-5½ -102201½ -105,-5½ -110201½ -110,-5½ -105201 -110,-5½ -110200½ -120,-5½ -105201½ -105,-6 -110201 -110,-5½ -115201 -110,-5½ -105201 -110,-5½ -110201 -110,-5½ -110200½ -120,2016-11-23
matchuplink,709710,7:00p,MemphisPhiladelphiaOptions,CSN-PH649-2,-3½ -110201½ -110,57.5%42.5%,-6 -105196 -110,-6 -110195½ -110,-6½ -110195½ -110,-6 -105196 -115,-6 -105195½ -105,-6½ -110195½ -110,-6½ -105196 -110,-6½ -110195½ -110,-6 -110195½ -110,-6 -105196 -115,2016-11-23
matchuplink,711712,7:30p,MiamiDetroitOptions,663FS-DET,190 -110-4½ -110,40.6%59.4%,189 -110-4½ -110,188½ -110-4½ -110,188½ -110-5 -110,189 -115-4½ -115,188½ -105-4½ -105,188½ -110-5 -110,189 -110-5 -110,188½ -110-5 -110,188½ -110-4½ -110,189 -115-4½ -115,2016-11-23
matchuplink,713714,7:30p,BostonBrooklynOptions,YES631,-6½ -110207½ -110,48.3%51.7%,-7 -107214½ -108,-7 -110215 -110,-7 -110215 -110,-7½ -102215 -110,-7 -105214½ -105,-7 -110215 -110,-7½ -110216 -115,-7 -110215 -110,-7½ -110215 -110,-7½ -102215 -110,2016-11-23
matchuplink,715716,8:00p,TorontoHoustonOptions,ROOT SPORTS674,219½ -110-3½ -110,52.8%47.2%,216½ -116-4 -102,216½ -105-4 -105,216½ -110-4 -110,216½ -115-4 -110,217 -105-4 -105,216½ -110-4 -110,217 -115-4 -110,216½ -110-4 -110,216½ -110-4 -110,216½ -115-4 -110,2016-11-23
matchuplink,717718,8:30p,L.A. ClippersDallasOptions,FS-SW,-9 -110191½ -110,58.3%41.7%,-10½ -105193 -108,-10 -107193 -105,-10 -110193½ -110,-10 -107192 -120,-10 -105193½ -105,-10 -110193½ -110,-10 -110193 -110,-10 -110193½ -110,-10 -110193 -110,-10 -107192 -120,2016-11-23
matchuplink,719720,9:00p,DenverUtahOptions,ROOT SPORTS687,196½ -110-4½ -110,49.2%50.8%,198 -110-7½ -113,198½ -105-8 -105,198½ -110-8 -113,198½ -110-7½ -115,198½ -105-8 -105,198½ -110-8 -113,199 -115-8 -110,198½ -110-8 -113,198½ -110-8 -110,198½ -110-7½ -115,2016-11-23
matchuplink,721722,9:30p,MinnesotaNew OrleansOptions,ESPN206,-1 -110209½ -110,53.1%46.9%,-2½ -101210 -107,-2½ -110210 -110,-2½ -110209½ -110,-2 -110210 -110,-2½ -105210 -105,-2½ -110209½ -110,-2½ -110211 -110,-2½ -110209½ -110,-2½ -110209½ -110,-2 -110210 -110,2016-11-23
matchuplink,723724,10:30p,Oklahoma CitySacramentoOptions,FS-OK698,-1 -110209½ -110,48.1%51.9%,214 -113-2 +102,214½ -105-2 -102,214½ -110-2 -110,214 -115-2 -105,215 -105-1½ -105,214½ -110-2 -110,214 -115-2 -115,214½ -110-2 -110,214½ -110-2 -110,214 -115-2 -105,2016-11-23
matchuplink,725726,10:30p,L.A. LakersGolden StateOptions,CSN-BA696,231 -110-16½ -115,51.8%48.2%,230 -110-18 -110,230 -110-18 -110,230 -110-18 -110,230 -115-18 -110,230 -105-18 -105,230 -110-18 -110,230 -110-18 -110,230 -110-18 -110,229½ -110-18 -110,230 -115-18 -110,2016-11-23
matchuplink,501502,7:30p,New OrleansAtlantaOptions,NBA TV216,206½ -110-8½ -110,38.7%61.3%,209½ -109-8 -110,209 -105-8 -105,209 -110-8 -119,209½ -110-8 -115,209 -105-8 -105,209 -110-8½ -110,209 -115-8 -110,209 -110-8 -119,209 -110-8 -115,209½ -110-8 -115,2016-11-22
matchuplink,503504,7:30p,PortlandNew YorkOptions,MSG634,215½ -110-1½ -110,84.2%15.8%,217 -106-1 -115,217 -105-1½ -102,217 -110-1½ -101,216½ -120-1½ -110,217½ -105-1½ -105,217 -110-1 -110,218 -115-2 -105,217 -110-1½ -101,217 -110-1½ -110,216½ -120-1½ -110,2016-11-22
matchuplink,505506,9:00p,ChicagoDenverOptions,ALT681,208 -110-1 -110,57.6%42.4%,-1½ -108207 -114,-1½ -105207½ -105,-1½ -110207½ -110,-1½ -108208 -120,-1½ -105207½ -105,-1½ -110207½ -110,-2½ -115208 -110,-1½ -110207½ -110,-1½ -110207½ -110,-1½ -108208 -120,2016-11-22
matchuplink,507508,10:30p,Oklahoma CityL.A. LakersOptions,NBA TV216,-3 -110218 -110,58.8%41.2%,-3 -113219½ -109,-3½ -105220 -105,-3 -115220½ -110,-3 -115219½ -115,-3½ -105221 -105,-3 -115220½ -110,-4 -110221 -110,-3 -115220½ -110,-3 -115220 -110,-3 -115219½ -115,2016-11-22
matchuplink,701702,7:00p,PhoenixWashingtonOptions,642CSN-DC,218 -115-8 -110,52.9%47.1%,221 -105-7 -105,220 -110-7½ -110,220½ -110-7½ -105,219½ -115-7½ +100,221 -105-7½ -105,220½ -110-7½ -105,219 -115-7½ -110,220½ -110-7½ -105,220 -110-7½ -110,219½ -115-7½ +100,2016-11-21
matchuplink,703704,7:00p,Golden StateIndianaOptions,CSN-BA696,-12½ -115219½ -110,47.2%52.8%,-14½ -104218 -113,-14½ -110218½ -110,-14½ -110219 -110,-14½ -110218 -115,-14½ -105219 -105,-14½ -110219 -110,-15 -105219 -110,-14½ -110219 -110,-14½ -110218½ -110,-14½ -110218 -115,2016-11-21
matchuplink,705706,7:00p,MiamiPhiladelphiaOptions,SUN653,-3 -110200½ -110,50.5%49.5%,-4½ -103201½ -110,-4½ -110201½ -110,-4½ -115201 -110,-4½ -110201½ -110,-4½ -105201½ -105,-4½ -115201 -110,-4½ -110201 -115,-4½ -115201 -110,-4½ -110201½ -110,-4½ -110201½ -110,2016-11-21
matchuplink,707708,7:00p,MemphisCharlotteOptions,649-1649-2,198½ -110-5 -110,44.0%56.0%,198 -105-5½ -102,197½ -110-5½ -110,197½ -110-5½ -105,198½ -120-5½ -105,197½ -105-5½ -105,197½ -110-5½ -105,198 -115-5 -110,197½ -110-5½ -105,197½ -110-5½ -110,198½ -120-5½ -105,2016-11-21
matchuplink,709710,7:30p,HoustonDetroitOptions,663FS-DET,-1½ -110205½ -110,52.9%47.1%,-2½ -102209½ -109,-2½ -110209 -110,-2½ -110209½ -110,-2½ -110208½ -125,-2½ -105209½ -105,-2½ -110209½ -110,-3 -105209 -115,-2½ -110209½ -110,-2½ -110209 -110,-2½ -110208½ -125,2016-11-21
matchuplink,711712,8:00p,OrlandoMilwaukeeOptions,FS-WI668-1,202½ -110-5½ -110,46.8%53.2%,200½ -107-7 -105,200½ -108-6½ -105,200½ -110-7 -110,200½ -110-6½ -115,200½ -105-6½ -105,200½ -110-7 -110,201 -115-7 -115,200½ -110-7 -110,200½ -110-7 -110,200½ -110-6½ -115,2016-11-21
matchuplink,713714,8:00p,BostonMinnesotaOptions,FS-N+668-2,-2 -110204 -110,53.6%46.4%,-1½ -102207½ -107,-1½ -108207½ -105,-2 -110207½ -110,-1½ -115207½ -110,-1½ -105207½ -105,-2 -110207½ -110,-2 -115208 -110,-2 -110207½ -110,-1½ -110207½ -110,-1½ -115207½ -110,2016-11-21
matchuplink,715716,8:30p,DallasSan AntonioOptions,NBA TV216,182 -110-16 -110,52.5%47.5%,187 -105-13½ -105,186½ -110-13½ -110,187 -110-13½ -105,186½ -115-13½ -110,187 -105-13½ -105,187 -110-13½ -105,186 -115-14 -105,187 -110-13½ -105,187 -110-13½ -110,186½ -115-13½ -110,2016-11-21
matchuplink,717718,10:30p,TorontoL.A. ClippersOptions,PRIME693,208 -110-7 -110,56.1%43.9%,207½ -107-9 -109,207½ -105-9 -105,207 -110-9 -110,207½ -110-9 -110,207½ -105-9 -105,207 -110-9 -110,208 -110-9 -110,207 -110-9 -110,207½ -110-9 -110,207½ -110-9 -110,2016-11-21
matchuplink,501502,12:00p,AtlantaNew YorkOptions,MSG634,-1½ -110206½ -110,40.5%59.5%,-4½ -110209 -110,-4½ -110209 -110,-4½ -110208 -110,-4½ -110209 -110,-4½ -105209 -105,-4½ -110208 -110,-4½ -110209 -110,-4½ -110208 -110,-4½ -110209 -110,-4½ -110209 -110,2016-11-20
matchuplink,503504,3:30p,PortlandBrooklynOptions,YES631,-4½ -110217 -110,53.7%46.3%,-4½ -103219½ -113,-4½ -110219 -110,-4½ -115219½ -110,-4½ -110219½ -115,-4½ -105219 -105,-4½ -115219½ -110,-4½ -110219 -115,-4½ -115219½ -110,-4½ -110220 -110,-4½ -110219½ -115,2016-11-20
matchuplink,505506,7:00p,IndianaOklahoma CityOptions,FS-OK676-5,211½ -110-9½ -115,50.7%49.3%,211½ -105-9½ -105,211 -105-9½ -102,211 -110-9½ -110,210½ -115-9½ -110,211 -105-9½ -105,211 -110-9½ -110,210 -115-9½ -115,211 -110-9½ -110,210½ -110-9½ -110,210½ -115-9½ -110,2016-11-20
matchuplink,507508,9:00p,UtahDenverOptions,ALT681,196½ -110-5 -110,0.0%0.0%,197½ -109-3½ -107,197½ -110-4 -110,198 -110-4 -105,197½ -110-3½ -110,197½ -105-4 -105,198 -110-4 -105,198 -115-3½ -110,198 -110-4 -105,197½ -110-3½ -110,197½ -110-3½ -110,2016-11-20
matchuplink,509510,9:00p,TorontoSacramentoOptions,698CSN-CA,-5½ -110205½ -110,100.0%0.0%,-3½ -102212 -105,-3½ -110211 -110,-3 -110211 -110,-4 -102211 -115,-3½ -105211½ -105,-3 -110211 -110,-4 -110212 -115,-3 -110211 -110,-3½ -110211 -110,-4 -102211 -115,2016-11-20
matchuplink,511512,9:30p,ChicagoL.A. LakersOptions,691TWC-SN,-2½ -110209 -110,47.3%52.7%,209½ -110-2½ +102,209½ -110-2½ -110,209½ -110-2 -105,210 -110-2½ -105,210 -105-2½ -105,209½ -110-2 -105,210 -110-2½ -110,209½ -110-2½ -110,209½ -110-2½ -110,210 -110-2½ -105,2016-11-20
matchuplink,701702,5:00p,UtahHoustonOptions,ROOT SPORTS674,203½ -110-5 -110,52.7%47.3%,200½ -108-7 -105,200½ -110-6½ -110,200½ -110-6½ -110,200½ -110-6½ -110,200½ -105-6½ -105,200½ -110-6½ -110,201 -110-6 -110,200½ -110-6½ -110,200½ -110-6½ -110,200½ -110-6½ -110,2016-11-19
matchuplink,703704,7:00p,BostonDetroitOptions,663FS-DET,200½ -110-3 -110,50.6%49.4%,199½ -105-2 -104,199 -105-2 -102,199½ -112-1½ -110,199½ -110-2 -103,199 -105-2 -105,199½ -112-1½ -110,199 -110-2 -105,199 -110-2 -110,199 -110-2 -110,199½ -110-2 -103,2016-11-19
matchuplink,705706,7:00p,DallasOrlandoOptions,654FS-FL,188½ -110-7 -110,42.0%58.0%,180 -108-7½ -110,179½ -105-7½ -109,179½ -110-7½ -105,179 -120-7½ -110,180 -105-7½ -105,179½ -110-7½ -105,179 -115-7½ -110,180 -110-7½ -115,179½ -110-7½ -110,179 -120-7½ -110,2016-11-19
matchuplink,707708,7:00p,MiamiWashingtonOptions,642CSN-DC,202½ -110-5 -110,41.2%58.8%,199 -107-5 -110,199 -105-4½ -108,199 -110-4½ -115,197½ -125-4½ -115,199 -105-5 -105,199 -110-4½ -115,199 -110-4½ -110,199 -110-4½ -115,199 -110-4½ -110,197½ -125-4½ -115,2016-11-19
matchuplink,709710,7:00p,CharlotteNew OrleansOptions,FS-NO676-4,-4½ -110206 -110,51.8%48.2%,-2 -101206 -109,-2 -105206 -105,-1½ -110205½ -110,-2 -110207 -125,-2 -105206 -105,-1½ -110205½ -110,-2½ -105206 -115,-1½ -110206 -110,-2 -110206 -110,-2 -110207 -125,2016-11-19
matchuplink,711712,7:30p,PhoenixPhiladelphiaOptions,CSN-PH,-2 -110215 -110,55.9%44.1%,-2 -100211 -112,-2 -108211 -108,-1½ -115211 -110,-2 -107211 -110,-2 -105211 -105,-1½ -118211 -110,-2 -110211 -110,-1½ -115211 -110,-2 -110211 -110,-2 -107211 -110,2016-11-19
matchuplink,713714,8:00p,MinnesotaMemphisOptions,NBA TV216,204 -110-3½ -110,51.8%48.2%,-1 -100200 -105,-1 -108200 -107,-1 -110200 -110,-1 -110200 -110,-1 -105200 -105,-1 -110200 -110,-1½ -105200 -110,-1 -110200 -110,-1 -110200 -110,-1 -110200 -110,2016-11-19
matchuplink,715716,8:30p,Golden StateMilwaukeeOptions,FS-WI668-1,-10 -110223 -110,61.3%38.7%,-9 -103219 -105,-9 -102218½ -108,-9 -110218½ -110,-9 -110218½ -115,-9 -105219 -105,-9 -110218½ -110,-9½ -105219 -115,-9 -110218 -110,-9 -110218 -110,-9 -110218½ -115,2016-11-19
matchuplink,717718,10:30p,ChicagoL.A. ClippersOptions,NBA TV216,203½ -110-6½ -110,52.4%47.6%,203½ -105-8 -105,203½ -105-8 -103,203½ -110-8 -115,203 -120-8 -115,204 -105-8 -105,203½ -110-8 -115,204 -115-8 -110,203½ -110-8 -110,203½ -110-8 -110,203 -120-8 -115,2016-11-19
matchuplink,501502,7:00p,PhoenixIndianaOptions,FS-IN671-4,219½ -110-8½ -110,49.4%50.6%,217½ -105-4½ -110,216½ -110-4 -110,216½ -110-4 -115,216 -113-4 -110,217 -105-4½ -105,216½ -110-4½ -110,216 -115-4 -115,216½ -110-4½ -110,216 -110-4 -110,216 -113-4 -110,2016-11-18
matchuplink,503504,7:00p,AtlantaCharlotteOptions,649-1FS-SE,206 -110-3 -110,49.6%50.4%,207½ -106-2 -105,208 -110-2 -110,208 -110-2 -110,208 -110-2 -110,208 -105-2 -105,208 -110-2 -110,208 -110-2 -110,208 -110-2 -110,208 -110-2 -110,208 -110-2 -110,2016-11-18
matchuplink,505506,7:30p,DetroitClevelandOptions,660FS-OH,206½ -110-10½ -110,48.1%51.9%,202½ -107-8½ -105,202½ -110-8½ -110,203 -110-8½ -110,202½ -110-8½ -110,202½ -105-8½ -105,203 -110-8½ -110,203 -110-9 -110,203 -110-8½ -110,202½ -110-8½ -110,202½ -110-8½ -110,2016-11-18
matchuplink,507508,8:00p,BrooklynOklahoma CityOptions,FS-OK676-5,218 -110-11 -110,48.3%51.7%,216 -105-10 -102,216½ -110-9½ -110,217 -110-9½ -110,216 -110-9½ -120,216 -105-10 -105,217 -110-9½ -110,217 -110-9½ -115,217 -110-9½ -110,216½ -110-9½ -110,216 -110-9½ -120,2016-11-18
matchuplink,509510,8:00p,Golden StateBostonOptions,ESPN206,-7 -110221½ -110,53.5%46.5%,-8½ -104225 -113,-8½ -110225½ -110,-8½ -110226 -110,-8½ -110225 -110,-8½ -105226 -105,-8½ -105225½ -110,-9 -105226 -110,-8½ -105225½ -110,-8½ -110225 -110,-8½ -110225 -110,2016-11-18
matchuplink,511512,8:00p,PortlandNew OrleansOptions,FS-NO676-4,-2 -110214½ -110,54.8%45.2%,-1 -103214 -105,PK -110214 -110,PK -110213½ -110,PK -110214½ -115,214 -105-1 +105,PK -110213½ -110,-1 -105214 -115,PK -110213½ -110,214 -110-1 -105,PK -110214½ -115,2016-11-18
matchuplink,513514,8:30p,MemphisDallasOptions,FS-SW676,PK -110191½ -110,58.7%41.3%,-3½ -113185½ -107,-4½ -101186 -117,-3½ -115185½ -110,-3½ -110185½ -115,-4 -105185½ -105,-3½ -115185½ -110,-4 -105186 -115,-3½ -115185½ -110,-4 -110185½ -110,-3½ -110185½ -115,2016-11-18
matchuplink,515516,9:00p,TorontoDenverOptions,ALT681,-3 -110213½ -110,58.1%41.9%,-3½ -107213 -105,-3½ -109213 -105,-3½ -110213 -110,-3½ -110212½ -115,-3½ -105213 -105,-3½ -115213 -110,-4 -105213 -110,-3½ -110213 -110,-3½ -110213 -110,-3½ -110212½ -115,2016-11-18
matchuplink,517518,10:30p,L.A. ClippersSacramentoOptions,ESPN206,-7 -110204 -110,58.6%41.4%,-8½ -105202½ -108,-8½ -105202½ -107,-8½ -105202½ -110,-8½ -110202½ -114,-8½ -105203 -105,-8½ -110202½ -110,-9 -110203 -110,-8½ -105202½ -110,-8½ -110202½ -110,-8½ -110202½ -114,2016-11-18
matchuplink,519520,10:30p,San AntonioL.A. LakersOptions,691TWC-SN,-6 -110207 -110,51.4%48.6%,-7½ -102209½ -105,-7½ -108209½ -107,-7½ -110209 -110,-7½ -110209½ -110,-7½ -105209½ -105,-7½ -110209 -110,-8 -110210 -115,-7½ -110209 -110,-7½ -110209½ -110,-7½ -110209½ -110,2016-11-18
matchuplink,701702,7:00p,New YorkWashingtonOptions,642CSN-DC,207 -110-3 -110,63.0%37.0%,208 -109-5 -110,208½ -110-5½ -110,208 -110-5½ -110,208½ -110-5 -115,209 -105-5½ -105,208 -110-5½ -110,208 -115-5 -110,209 -110-5½ -110,208 -110-5 -110,208½ -110-5 -115,2016-11-17
